temperature,humidity,ph,nitrogen,phosphorus,potassium,light_intensity,days_planted,nutrient_dose,mist_interval,growth_status,stage,days_to_harvest
22.49080237694725,60.550245015668416,6.824995777474926,145.7216852558261,56.902083708397484,141.66838932357038,47077.76015587976,1.9197496051005087,0.0,10.589361287423635,Stressed,Seedling,37.14161720205671
34.01428612819832,58.31016529272718,5.461279988996779,118.89386803012897,38.53359976458522,99.34204524632446,54055.09375481585,37.28270788544642,0.28297483816687974,8.238359113180506,Stressed,Mature,3.248166606676844
29.6398788362281,49.6884651876573,5.866599235924715,194.6747787295911,41.372330247499434,63.4558732758623,33158.99376895005,11.218841201673344,0.0,9.063057199080628,Stressed,Vegetative,29.278096474248738
26.973169683940732,73.39966685558184,6.658201592144546,82.84676764763573,46.26040153628296,128.39701439321112,24458.93658367038,12.7771813960141,0.008998352922436531,11.204440255523958,Stressed,Vegetative,26.813359754776474
18.12037280884873,66.21432882797458,6.2052233613112,138.1784623998411,48.328800092845356,90.24137628199549,25942.328717773074,10.18103752569895,0.0,10.924179665277796,Optimal,Vegetative,30.376929183117554
18.119890406724053,87.6135545778202,6.846427596587235,155.0315022485334,51.80356282894897,111.35529801429966,44847.41291821969,37.80377798498829,0.0,12.11376277428413,Stressed,Mature,2.2345170278841753
16.161672243363988,41.766026926513206,7.4030197530571495,173.83467340180724,52.991402606714495,52.87183482087266,38377.90169957481,44.050589793283606,0.0,9.34996411336844,Stressed,Mature,0.0
32.3235229154987,75.41273601553195,5.291366719287994,111.04565456420107,71.01447109387823,115.79007874191907,34324.70654886286,33.98339929185159,0.0,9.794948548286595,Stressed,Mature,8.42972453961227
27.022300234864176,81.96218831813586,6.773919290995153,153.03828614862223,75.86158717434371,84.82605867341492,20138.7039388087,37.06100372111356,0.0,9.929326853259617,Stressed,Mature,5.978152873757624
29.16145155592091,81.77176130535689,5.575860389080287,95.48022070764242,57.799128731372036,80.10276996621934,53772.784374945164,27.922520723370198,0.09681888136221306,11.449044429540846,Stressed,Mature,10.317528660513752
15.411689885916049,88.73406819025388,6.036191818518923,115.32141385427305,111.65667779286554,157.58986945333615,49051.0223753703,23.79487087784154,0.0,12.94534466601414,Stressed,Vegetative,13.10847489667393
34.39819704323989,80.09685585562218,5.08215681448785,184.34406968050988,79.78257510050591,91.89167713122967,17031.93008696148,32.47101021557317,0.0,10.659531272533275,Stressed,Mature,10.03476044256262
31.648852816008436,91.0295533906233,5.339768455731748,192.48614139964315,100.8729235230066,121.36460537388811,28369.42273010683,1.609329546279914,0.0,11.025984145647485,Stressed,Seedling,36.246193687176095
19.246782213565524,58.29611299014903,5.79944322262225,157.8226020390897,113.1814049178759,115.32730426886093,37106.60468194457,2.7630236521528517,0.0,10.399460835039262,Stressed,Seedling,39.82568026517618
18.636499344142013,67.67651792133486,5.854964513219962,106.15278361642775,44.68216031182247,52.516426106218915,32716.9311385766,30.927306985928265,1.9766148561056809,11.22226122149864,Optimal,Mature,11.401721077946824
18.668090197068675,40.774381480558986,7.248963041155239,173.00866849619962,68.5087035344071,129.75130444771793,29889.79193688692,15.078148406417613,0.0,9.745605921803973,Stressed,Vegetative,24.605716674532136
